timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
369063523,369063495,1114122,3.976871,3.9696927,-5.986842,52.375,0,0,0,0,1
370061169,370061154,1114122,3.7543385,4.141976,-6.4247284,52.375,0,0,0,0,1
371065519,371065497,1114122,4.4004006,4.594219,-6.3888364,52.375,0,0,0,0,1
372066685,372066670,1114122,4.005585,4.3429728,-5.8432727,52.5,0,0,0,0,1
373065051,373065036,1114122,3.9625142,4.3429728,-5.699703,52.375,0,0,0,0,1
374064788,374064773,1114122,3.4887352,3.0580273,-6.087341,52.625,0,0,0,0,1
375065307,375065291,1114122,4.0630126,3.9840496,-6.13759,52.5,0,0,0,0,1
376064294,376064272,1114122,3.6035907,1.9740787,-4.536792,52.5,0,0,0,0,1
377064077,377064053,1114122,3.5892339,2.2612174,-5.9294143,52.5,0,0,0,0,1
378065258,378065243,1114122,2.7134607,4.6301117,-10.796415,52.75,0,0,0,0,1
379065032,379065017,1114122,3.8333018,4.6731825,-4.034299,52.75,0,0,0,0,1
380063323,380063308,1114122,2.7421746,4.1706896,-7.365108,52.875,0,0,0,0,1
381063214,381063199,1114122,2.4119651,4.048656,-6.1734824,52.875,0,0,0,0,1
382065860,382065845,1114122,4.7952166,5.24746,-5.699703,53.0,0,0,0,0,1
383064201,383064186,1114122,3.0580273,4.486542,-8.2049885,52.875,0,0,0,0,1
384064060,384064037,1114122,4.529613,2.67039,-2.2037895,52.875,0,0,0,0,1
385066691,385066676,1114122,3.682554,6.245267,-8.327023,52.875,0,0,0,0,1
386063546,386063526,1114122,2.928815,2.7708886,-6.3170514,53.0,0,0,0,0,1
387063311,387063288,1114122,3.9625142,3.9481573,-6.001199,53.0,0,0,0,0,1
388062204,388062189,1114122,3.9338002,2.5052853,-4.0127635,52.875,0,0,0,0,1
389064369,389064344,1114122,2.5052853,3.9481573,-6.474978,53.0,0,0,0,0,1
390064573,390064551,1114122,3.5676985,3.8763726,-5.4843493,53.125,0,0,0,0,1
391064151,391064136,1114122,1.8592231,4.465007,-8.628518,53.25,0,0,0,0,1
392062718,392062695,1114122,4.328616,5.7212386,-6.6041903,53.25,0,0,0,0,1
393066506,393066491,1114122,2.979064,4.3501515,-8.032705,53.25,0,0,0,0,1
394065054,394065036,1114122,2.6775684,3.8117664,-5.326423,53.375,0,0,0,0,1
395064654,395064639,1114122,3.452843,2.627319,-7.745567,53.375,0,0,0,0,1
396064428,396064413,1114122,2.2468605,4.536792,-8.6141615,53.25,0,0,0,0,1
397064161,397064140,1114122,1.9597217,6.41755,-7.738388,53.375,0,0,0,0,1
398062433,398062411,1114122,3.208775,6.1734824,-6.3888364,53.375,0,0,0,0,1
399065218,399065203,1114122,3.223132,1.1270194,-8.922835,53.5,0,0,0,0,1
400062680,400062651,1114122,3.481557,5.800202,-6.597012,53.5,0,0,0,0,1
401061785,401061770,1114122,3.1082766,4.4004006,-14.184652,53.5,0,0,0,0,1
402063982,402063959,1114122,4.7665024,6.123233,-8.736196,53.5,0,0,0,0,1
403063551,403063536,1114122,3.4313076,4.989035,-11.787044,53.5,0,0,0,0,1
404064225,404064210,1114122,2.979064,3.9984064,-10.387242,53.625,0,0,0,0,1
405064020,405064005,1114122,4.5152564,3.7974093,-8.858229,53.625,0,0,0,0,1
406063936,406063912,1114122,5.096712,4.744967,-4.465007,53.75,0,0,0,0,1
407063649,407063634,1114122,5.1182475,5.922236,-1.8305093,53.75,0,0,0,0,1
408063670,408063648,1114122,3.818945,5.3910294,-8.5423765,53.75,0,0,0,0,1
409065351,409065336,1114122,2.7206392,6.1016974,-8.944371,53.75,0,0,0,0,1
410066056,410066041,1114122,5.003392,6.6831536,-4.493721,53.75,0,0,0,0,1
411063504,411063489,1114122,3.8117664,4.3501515,-10.8682,53.875,0,0,0,0,1
412064216,412064201,1114122,4.5798626,0.5599205,-4.8382874,53.875,0,0,0,0,1
413064079,413064057,1114122,3.668197,6.087341,-7.523034,53.875,0,0,0,0,1
414066806,414066791,1114122,4.199404,4.1060834,-2.5124638,53.875,0,0,0,0,1
415064001,415063986,1114122,3.330809,5.6279187,-8.650054,53.875,0,0,0,0,1
416063601,416063586,1114122,5.7212386,5.304888,-6.3816576,54.0,0,0,0,0,1
417066368,417066353,1114122,3.481557,5.190032,-12.303894,54.0,0,0,0,0,1
418063098,418063083,1114122,3.9409788,3.6466615,-5.8863435,54.125,0,0,0,0,1
419065885,419065870,1114122,2.900101,2.1535404,-3.1872396,54.0,0,0,0,0,1
420064318,420064300,1114122,3.3810582,2.4693928,-9.597611,54.125,0,0,0,0,1
421067018,421067003,1114122,4.005585,4.141976,-6.1016974,54.25,0,0,0,0,1
422063850,422063835,1114122,3.8261232,3.9696927,-5.642276,54.125,0,0,0,0,1
423066630,423066615,1114122,3.7040894,4.156333,-6.0370913,54.125,0,0,0,0,1
424064955,424064940,1114122,3.9481573,4.1635113,-6.302695,54.25,0,0,0,0,1
425064788,425064773,1114122,3.790231,4.314259,-6.4893346,54.125,0,0,0,0,1
