timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
369062829,369062235,2162698,-0.026720384,0.093610115,-0.0032401793,56.48294,0,12
370062642,370061989,2162698,-0.017621249,0.1015996,-0.0068354467,56.48294,0,12
371062387,371061790,2162698,-0.03200232,0.09680591,-0.013271419,56.48294,0,12
372065113,372064513,2162698,-0.03959233,0.08557624,-0.02152722,56.48294,0,12
373063441,373062772,2162698,-0.04829199,0.077231675,-0.01917476,56.48294,0,12
374063253,374062583,2162698,-0.013315806,0.077187285,-0.02831828,56.48294,0,12
375064403,375063797,2162698,-0.026276523,0.06617955,0.03888215,56.577057,0,12
376061185,376060568,2162698,-0.07252675,0.2076378,-0.0002219301,56.671177,0,12
377062431,377061828,2162698,0.14105877,-0.023169503,0.042965665,56.577057,0,12
378063825,378063135,2162698,-0.069641665,-0.07603325,0.013848438,56.671177,0,12
379061968,379061363,2162698,0.014247912,0.1469621,-0.025477575,56.765293,0,12
380061724,380061133,2162698,-0.07998361,-0.054683574,0.035952676,56.765293,0,12
381063082,381062414,2162698,0.011762295,0.1044403,-8.877204e-05,56.765293,0,12
382064304,382063692,2162698,-0.03368899,0.12632261,-0.008877204,56.85941,0,12
383062535,383061950,2162698,-0.07390272,-0.043231983,-0.042521805,56.95353,0,12
384062310,384061720,2162698,-0.07101763,0.111852765,-0.018908445,57.047646,0,12
385063672,385063002,2162698,-0.09289994,0.06009867,-0.006702289,57.047646,0,12
386061939,386061282,2162698,0.046871636,-0.040391278,0.011584751,57.047646,0,12
387061653,387061061,2162698,-0.0014647386,0.059787966,-0.030493194,57.188824,0,12
388064469,388063846,2162698,-0.06640148,0.07439097,-0.014114754,57.141766,0,12
389062716,389062125,2162698,-0.03759496,0.06675658,-0.0058145686,57.141766,0,12
390062512,390061910,2162698,0.014958088,-0.013315806,0.053795855,57.329998,0,12
391062364,391061702,2162698,-0.025033714,0.09427591,0.006968605,57.424118,0,12
392062157,392061489,2162698,-0.06493674,0.10022363,-0.007101763,57.424118,0,12
393064879,393064275,2162698,-0.11251856,0.077009745,-0.041767243,57.329998,0,12
394063196,394062565,2162698,-0.01717739,-0.019041602,0.035064954,57.518234,0,12
395063006,395062357,2162698,-0.16817863,0.15162264,0.06950851,57.61235,0,12
396064317,396063651,2162698,-0.038305134,0.07798623,-0.030848283,57.518234,0,12
397062531,397061940,2162698,0.040701978,0.04696041,0.043453913,57.70647,0,12
398062332,398061736,2162698,0.037062325,0.06165218,-0.0009764924,57.800587,0,12
399063696,399063085,2162698,0.043320753,0.21753588,0.012738788,57.800587,0,12
400061921,400061330,2162698,0.035819516,0.17989653,0.0027963193,57.894707,0,12
401063239,401062639,2162698,0.21638185,0.2908172,0.02956109,57.894707,0,12
402063021,402062429,2162698,0.013138262,0.02831828,0.0077675534,57.894707,0,12
403064453,403063775,2162698,-0.07727606,0.104706615,0.017399319,57.894707,0,12
404062707,404062036,2162698,-0.07212728,0.029960563,-0.016334055,57.988823,0,12
405062436,405061837,2162698,0.06085323,0.070307456,0.034798637,58.08294,0,12
406063800,406063151,2162698,0.027119858,0.21203202,-0.03759496,58.08294,0,12
407063594,407062953,2162698,-0.17918636,0.1450535,-0.036929168,58.08294,0,12
408061841,408061255,2162698,-0.036218993,0.080782555,0.0008877204,58.271175,0,12
409063213,409062569,2162698,0.035553202,0.12334875,-0.031292144,58.271175,0,12
410064558,410063888,2162698,0.075545006,-0.011673523,-0.051798485,58.271175,0,12
411061272,411060686,2162698,0.0061252704,0.16462775,-0.023169503,58.271175,0,12
412062692,412062015,2162698,-0.0035952674,0.047537427,0.0035952674,58.271175,0,12
413063958,413063316,2162698,-0.041989174,0.028939685,-0.04798129,58.36529,0,12
414065236,414064621,2162698,-0.16045547,0.17386004,0.010386328,58.45941,0,12
415062093,415061441,2162698,0.00847773,0.14323369,-0.037062325,58.45941,0,12
416063355,416062749,2162698,0.018819671,0.016733529,-0.024900557,58.36529,0,12
417064685,417064070,2162698,-0.017532477,0.045229353,-0.010963347,58.553528,0,12
418061544,418060879,2162698,-0.13293612,0.13253665,-0.035286885,58.553528,0,12
419062796,419062202,2162698,0.045184966,0.08357888,0.034399163,58.553528,0,12
420064189,420063525,2162698,0.10692592,0.3743073,-0.116468914,58.553528,0,12
421065464,421064846,2162698,-0.032623723,0.08007238,0.008388958,58.647648,0,12
422062265,422061664,2162698,-0.03466548,0.081625886,0.0077675534,58.741764,0,12
423063605,423063000,2162698,-0.03200232,0.08322378,-0.01260563,58.741764,0,12
424061914,424061310,2162698,-0.031292144,0.082025364,-0.008965976,58.83588,0,12
425061744,425061137,2162698,-0.033733375,0.08131519,0.0006657903,58.83588,0,12
